,Person,Subcategory,Category
3855,Richard Fawkes,English writers,Writers
3856,Alexander Blair (writer),English writers,Writers
3857,Gordon Landsborough,English writers,Writers
3858,George William Johnson (writer),English writers,Writers
3859,Charles Whibley,English writers,Writers
3860,Andy Nye,English writers,Writers
3861,Thomas Meech,English writers,Writers
3862,Thomas Roger Smith,English writers,Writers
3863,Margaret Mayo (children's author),English writers,Writers
3864,Robert Berkeley (writer),English writers,Writers
3865,Miss Martindale,English writers,Writers
3866,Charles Henry Newmarch,English writers,Writers
3867,William James Wintle,English writers,Writers
3868,Samuel Weller Singer,English writers,Writers
3869,Benjamin Grosvenor (minister),English writers,Writers
3870,Peter George Patmore,English writers,Writers
3871,John Evan Hodgson,English writers,Writers
3872,David Norwood,English writers,Writers
3873,John Hoyland (writer),English writers,Writers
3874,Charles Beadle,English writers,Writers
3875,Paul Roundhill,English writers,Writers
3876,Richard Cohen (fencer),English writers,Writers
3877,John Holliday (barrister),English writers,Writers
3878,Robson Roose,English writers,Writers
3879,Geoffrey Malcolm Gathorne-Hardy,English writers,Writers
3880,William John Birch,English writers,Writers
3881,Steve Davis,English writers,Writers
3882,Henry Peacham (born 1578),English writers,Writers
3883,Harald Penrose,English writers,Writers
3884,Louis Zinkin,English writers,Writers
3885,Thomas Lediard,English writers,Writers
3886,Kenneth Royce,English writers,Writers
3887,Gilbert Foan,English writers,Writers
3888,Michael Lawrence (writer),English writers,Writers
3889,Verona Rose,English writers,Writers
3890,Ernest Gambier-Parry,English writers,Writers
3891,Ian Marsh (writer),English writers,Writers
3892,Cathy Hopkins,English writers,Writers
3893,Robert Whymant,English writers,Writers
3894,Basil Thomson,English writers,Writers
3895,Erskine Neale,English writers,Writers
3896,John Havan,English writers,Writers
3897,Edward Dubois (wit),English writers,Writers
3898,Terence Lucy Greenidge,English writers,Writers
3899,Thomas Charles Morgan,English writers,Writers
3900,Julius Michael Millingen,English writers,Writers
3901,Jonathan Miller,English writers,Writers
3902,Anthony Highmore (legal writer),English writers,Writers
3903,Allen Hickling,English writers,Writers
3904,John Seally,English writers,Writers
3905,Birmingham Group (authors),English writers,Writers
3906,Jonathan Chapman (academic),English writers,Writers
3907,Guy Mainwaring Morton,English writers,Writers
3908,George Frederick Pardon,English writers,Writers
3909,John Wrightson,English writers,Writers
3910,Thomas Gore (writer),English writers,Writers
3911,Adrian Sassoon,English writers,Writers
3912,Andrew Rogers (journalist),English writers,Writers
3913,Hugh Millais,English writers,Writers
3914,Frederic Charles Lascelles Wraxall,English writers,Writers
3915,Kendrew Lascelles,English writers,Writers
3916,Jessica Fellowes,English writers,Writers
3917,Barnabas Brough,English writers,Writers
3918,John Feltham Danneley,English writers,Writers
3919,Ainsley Harriott,English writers,Writers
3920,Ralph Whitlock,English writers,Writers
3921,Cyprian Lucar,English writers,Writers
3922,Roger Deakin,English writers,Writers
3923,David Wisniewski,English writers,Writers
3924,Rick Poynor,English writers,Writers
3925,Robert Clavell,English writers,Writers
3926,H. F. Ellis,English writers,Writers
3927,Hedley Hope-Nicholson,English writers,Writers
3928,Samuel Lodge,English writers,Writers
3929,Donald Steel,English writers,Writers
3930,John Burgan,English writers,Writers
3931,Bellerby Lowerison,English writers,Writers
3932,Frances Lynn,English writers,Writers
3933,William Charles Townsend,English writers,Writers
3934,Jason Arday,English writers,Writers
3935,Roly Drower,English writers,Writers
3936,Ernest Ayscoghe Floyer,English writers,Writers
3937,William Tallack,English writers,Writers
3938,John Gibbon (officer of arms),English writers,Writers
3939,Cressida Lindsay,English writers,Writers
3940,Mel Thompson (writer),English writers,Writers
3941,Sam Miller (journalist),English writers,Writers
3942,George Henry Vallins,English writers,Writers
3943,Sonia Mary Cole,English writers,Writers
3944,Thomas Seward,English writers,Writers
3945,Jeremy Seabrook,English writers,Writers
3946,Samuel Rowbotham,English writers,Writers
3947,David Willis (journalist),English writers,Writers
3948,Arthur Randell,English writers,Writers
3949,William Scrope,English writers,Writers
3950,Dotun Adebayo,English writers,Writers
3951,David Howard (poet),English writers,Writers
3952,Barry Rigal,English writers,Writers
3953,William Cuningham,English writers,Writers
3954,Anthony Stafford,English writers,Writers
3955,Richard Coppin,English writers,Writers
3956,Harland Miller,English writers,Writers
3957,Kenneth Halliwell,English writers,Writers
3958,Amyas Northcote,English writers,Writers
3959,Thomas Wood (composer),English writers,Writers
3960,Spencer Brown (comedian),English writers,Writers
3961,Nouritza Matossian,English writers,Writers
3962,Lindsey Kelk,English writers,Writers
3963,Francis Spufford,English writers,Writers
3964,Ben Myers,English writers,Writers
3965,William Henry Husk,English writers,Writers
3966,Percy Ewing Matheson,English writers,Writers
3967,John Poynder,English writers,Writers
3968,John Moore (1595?–1657),English writers,Writers
3969,Alexander Fiske-Harrison,English writers,Writers
3970,William Wyatt Gill,English writers,Writers
3971,Jeff Sadler,English writers,Writers
3972,Frederick William Gamble,English writers,Writers
3973,Robert Aris Willmott,English writers,Writers
3974,Jack Gibson (schoolmaster),English writers,Writers
3975,Douglas Sladen,English writers,Writers
3976,Thomas Southwell (Jesuit),English writers,Writers
3977,Timothy John Byford,English writers,Writers
3978,Alfred Cochrane,English writers,Writers
3979,Charles Hoole,English writers,Writers
3980,Spenser St. John,English writers,Writers
3981,Arnold Keppel (writer),English writers,Writers
3982,William Sprigg (pamphleteer),English writers,Writers
3983,John Ranby (pamphleteer),English writers,Writers
3984,Peter Pett (lawyer),English writers,Writers
3985,John Houghton (apothecary),English writers,Writers
3986,Douglas Woodruff,English writers,Writers
3987,Percy Redfern,English writers,Writers
3988,Edward Adolf Sonnenschein,English writers,Writers
3989,Edward Storey,English writers,Writers
3990,Thomas Walker (author),English writers,Writers
3991,Cuthbert William Johnson,English writers,Writers
3992,Ivo Stourton,English writers,Writers
3993,Catherine O'Flynn,English writers,Writers
3994,Edward Christian,English writers,Writers
3995,John Dickinson (writer),English writers,Writers
3996,Vera Barclay,English writers,Writers
3997,Dom Joly,English writers,Writers
3998,John Lister-Kaye,English writers,Writers
3999,George Calderon,English writers,Writers
4000,Robert Bentley Suthers,English writers,Writers
4001,Margaret Winifred Vowles,English writers,Writers
4002,Elizabeth Whately,English writers,Writers
4003,Bill Spence (writer),English writers,Writers
4004,James Green (author),English writers,Writers
4005,Philip Stephens (journalist),English writers,Writers
4006,Nancy Johnstone (writer),English writers,Writers
4007,J. Allan Dunn,English writers,Writers
4008,John Phillips (author),English writers,Writers
4009,Adam LeBor,English writers,Writers
4010,Rosemary Nicols,English writers,Writers
4011,Swarnalatha Rangarajan,English writers,Writers
4012,Richard Rowe (writer),English writers,Writers
4013,Ralph Shaw (writer),English writers,Writers
4014,Spencer Timothy Hall,English writers,Writers
4015,Edward Bysshe (writer),English writers,Writers
4016,William Maskell,English writers,Writers
4017,Carol Jeffrey,English writers,Writers
4018,Gerard Thomas Noel,English writers,Writers
4019,John Mason Good,English writers,Writers
4020,Collin Brooks,English writers,Writers
4021,Ron Ellis (author),English writers,Writers
4022,Gizzi Erskine,English writers,Writers
4023,Alan Warner (musician),English writers,Writers
4024,William Burdon,English writers,Writers
4025,Seymour Tremenheere,English writers,Writers
4026,William Hughes (professor),English writers,Writers
4027,Philip Dodd (broadcaster),English writers,Writers
4028,Frances Donaldson,English writers,Writers
4029,Edward Charles,English writers,Writers
4030,Cecil Headlam,English writers,Writers
4031,Thomas Welbank Fowle,English writers,Writers
4032,John N. Reynolds,English writers,Writers
4033,Martin Rowson,English writers,Writers
4034,William Henry Pyne,English writers,Writers
4035,Richard Burridge,English writers,Writers
4036,Llewellynn Jewitt,English writers,Writers
4037,Ebenezer Forrest,English writers,Writers
4038,Christopher Morris (news presenter),English writers,Writers
4039,Norman Shrapnel,English writers,Writers
4040,Max Plowman,English writers,Writers
4041,Garry Charles,English writers,Writers
4042,Barry Norman,English writers,Writers
4043,Caroline Ryder,English writers,Writers
4044,John Gorton (writer),English writers,Writers
4045,Richard Lovett (writer),English writers,Writers
4046,Mary Roberts (author),English writers,Writers
4047,Angus Fraser (civil servant),English writers,Writers
4048,Belinda Jones (writer),English writers,Writers
4049,Nigel Rees,English writers,Writers
4050,Rachel Johnson,English writers,Writers
4051,George Redford,English writers,Writers
4052,Scott Dobson,English writers,Writers
4053,James Mayhew,English writers,Writers
4054,Roland Vernon,English writers,Writers
4055,W. H. Canaway,English writers,Writers
4056,Edward Hatton (surveyor),English writers,Writers
4057,Henry Crompton,English writers,Writers
4058,Richard Rees,English writers,Writers
4059,Dave Currey (environmentalist),English writers,Writers
4060,Paul Darrow,English writers,Writers
4061,Ken Rattenbury,English writers,Writers
4062,Reginald Bosworth Smith,English writers,Writers
4063,Charles William Sutton,English writers,Writers
4064,John Quincy (medical writer),English writers,Writers
4065,"Sir Frederick Treves, 1st Baronet",English writers,Writers
4066,Eric Quayle,English writers,Writers
4067,Francis Whishaw,English writers,Writers
4068,"Sir George Paul, 2nd Baronet",English writers,Writers
4069,Alistair Horscroft,English writers,Writers
4070,Martin Petrie,English writers,Writers
4071,Alan Edmonds,English writers,Writers
4072,Edward Joseph Lowe,English writers,Writers
4073,Emily Dubberley,English writers,Writers
4074,John Glasby,English writers,Writers
4075,Mike Chinn,English writers,Writers
4076,Alan Janes,English writers,Writers
4077,Philip Luckombe,English writers,Writers
4078,Alfred Henry Miles,English writers,Writers
4079,Walter Fawkes,English writers,Writers
4080,Everard im Thurn,English writers,Writers
4081,Francis Twiss,English writers,Writers
4082,Gervase of Chichester,English writers,Writers
4083,Alexander Fisher (painter),English writers,Writers
4084,Yolande Brener,English writers,Writers
4085,Tom Craine,English writers,Writers
4086,Bernard Randolph (merchant),English writers,Writers
4087,Harold Edward Bindloss,English writers,Writers
4088,Edmund Gayton,English writers,Writers
4089,Anton Gill,English writers,Writers
4090,William Cockin,English writers,Writers
4091,Frank Ives Scudamore,English writers,Writers
4092,"Sir Thomas Parkyns, 2nd Baronet",English writers,Writers
4093,Claude Phillips,English writers,Writers
4094,John Howard (author),English writers,Writers
4095,Gordon Glover,English writers,Writers
4096,George Joseph Gustave Masson,English writers,Writers
4097,Nino Firetto,English writers,Writers
4098,Daniel Hardcastle,English writers,Writers
4099,Jack Kahane,English writers,Writers
4100,Francis Herring,English writers,Writers
4101,Henrietta Maria Moriarty,English writers,Writers
4102,Joseph Robertson (priest),English writers,Writers
4103,John Healy (author),English writers,Writers
4104,Thomas Mason (priest),English writers,Writers
4105,Michael Payne (executive),English writers,Writers
4106,Marie-Louise Jensen,English writers,Writers
4107,Timothy Rogers,English writers,Writers
4108,Herbert J. Ellis,English writers,Writers
4109,Matthew Tree,English writers,Writers
4110,William Melmoth the younger,English writers,Writers
4111,Alexander Bicknell,English writers,Writers
4112,Christopher Maire,English writers,Writers
4113,John Owen (1766–1822),English writers,Writers
4114,Stephen Reynolds (writer),English writers,Writers
4115,Juliet Soskice,English writers,Writers
4116,Robert Priseman,English writers,Writers
4117,Stan Broadbridge,English writers,Writers
4118,James White (writer and translator),English writers,Writers
4119,Jan Stewer,English writers,Writers
4120,Emma Fryer,English writers,Writers
4121,Nicholas Upton,English writers,Writers
4122,Richard Sinnott,English writers,Writers
4123,Thomas George Tucker,English writers,Writers
4124,Kate Long,English writers,Writers
4125,Alan Burgess,English writers,Writers
4126,William Fream,English writers,Writers
4127,Simeon Courtie,English writers,Writers
4128,Alan Burns (author),English writers,Writers
4129,Kenelm Henry Digby,English writers,Writers
4130,Arthur Maynwaring,English writers,Writers
4131,John Taylor (journalist),English writers,Writers
4132,Richard Phillips (publisher),English writers,Writers
4133,Christopher Robin Milne,English writers,Writers
4134,Thomas Tyers,English writers,Writers
4135,Molly Whittington-Egan,English writers,Writers
4136,Laurence Mark Wythe,English writers,Writers
4137,Leonard Mascall,English writers,Writers
4138,Martin Clifford,English writers,Writers
4139,Arthur Waugh,English writers,Writers
4140,George Matthews Arnold,English writers,Writers
4141,Burgo Partridge,English writers,Writers
4142,Tim Leggatt,English writers,Writers
4143,Patrick Miles (writer),English writers,Writers
4144,Renton Nicholson,English writers,Writers
4145,C.J. Stone,English writers,Writers
4146,John Bulteel (writer),English writers,Writers
4147,John Kennedy O'Connor,English writers,Writers
4148,Alfie Moore (comedian),English writers,Writers
4149,Glocester Ridley,English writers,Writers
4150,Richard Meredith (author),English writers,Writers
4151,Roy Peter Martin,English writers,Writers
4152,James Strachey Barnes,English writers,Writers
4153,Malcolm Sircom,English writers,Writers
4154,Thomas Rivers (nurseryman),English writers,Writers
4155,Samuel Walkey,English writers,Writers
4156,Bijan Omrani,English writers,Writers
4157,Simon Clark (novelist),English writers,Writers
4158,David Bond (designer),English writers,Writers
4159,Jonathan Edwards Ryland,English writers,Writers
4160,William Stephen Gilly,English writers,Writers
4161,Rod Glenn,English writers,Writers
4162,John Hollingshead,English writers,Writers
4163,Aubyn Trevor-Battye,English writers,Writers
4164,Scott Handcock,English writers,Writers
4165,Gilly Williams,English writers,Writers
4166,Harry Gem,English writers,Writers
4167,Richard Watson (author),English writers,Writers
4168,William Huddesford,English writers,Writers
4169,Arthur Clutton-Brock,English writers,Writers
4170,Anthony Norris Groves,English writers,Writers
4171,Charles Gidley Wheeler,English writers,Writers
4172,Nicholas Boothman,English writers,Writers
4173,George Hardinge,English writers,Writers
4174,Sherrie Hewson,English writers,Writers
4175,Philip Nichols (evangelical writer),English writers,Writers
4176,Claude Scudamore Jarvis,English writers,Writers
4177,Francis Beckett,English writers,Writers
4178,Fred Uhlman,English writers,Writers
4179,Stephen Cheeke,English writers,Writers
4180,Kenneth Horne (writer),English writers,Writers
4181,Thomas Coglan Horsfall,English writers,Writers
