,Word,Count,Subcategory
5320,orthodox,2,Macedonian writers
5321,slavko,2,Macedonian writers
5322,staff,2,Macedonian writers
5323,1,1,Macedonian writers
5324,1973,1,Macedonian writers
5325,1977,1,Macedonian writers
5326,1979,1,Macedonian writers
5327,1983,1,Macedonian writers
5328,1984,1,Macedonian writers
5329,30,1,Macedonian writers
5330,accused,1,Macedonian writers
5331,books,1,Macedonian writers
5332,church,1,Macedonian writers
5333,churches,1,Macedonian writers
5334,common,1,Macedonian writers
5335,created,1,Macedonian writers
5336,creation,1,Macedonian writers
5337,deceptions,1,Macedonian writers
5338,delcev,1,Macedonian writers
5339,development,1,Macedonian writers
5340,dimevski,1,Macedonian writers
5341,dimеvski,1,Macedonian writers
5342,goce,1,Macedonian writers
5343,historian,1,Macedonian writers
5344,historians,1,Macedonian writers
5345,history,1,Macedonian writers
5346,idea,1,Macedonian writers
5347,independence,1,Macedonian writers
5348,institute,1,Macedonian writers
5349,issues,1,Macedonian writers
5350,january,1,Macedonian writers
5351,junacko,1,Macedonian writers
5352,june,1,Macedonian writers
5353,juridical,1,Macedonian writers
5354,karev,1,Macedonian writers
5355,koleno,1,Macedonian writers
5356,kongres,1,Macedonian writers
5357,kumanovo,1,Macedonian writers
5358,kurirot,1,Macedonian writers
5359,list,1,Macedonian writers
5360,local,1,Macedonian writers
5361,misinterpretations,1,Macedonian writers
5362,na,1,Macedonian writers
5363,national,1,Macedonian writers
5364,nikola,1,Macedonian writers
5365,people,1,Macedonian writers
5366,honduran,7,Honduran writers
5367,acosta,3,Honduran writers
5368,anthology,3,Honduran writers
5369,el,3,Honduran writers
5370,poesía,3,Honduran writers
5371,poetry,3,Honduran writers
5372,tegucigalpa,3,Honduran writers
5373,writer,3,Honduran writers
5374,1933,2,Honduran writers
5375,1971,2,Honduran writers
5376,2014,2,Honduran writers
5377,born,2,Honduran writers
5378,presente,2,Honduran writers
5379,short,2,Honduran writers
5380,works,2,Honduran writers
5381,1950s,1,Honduran writers
5382,1952,1,Honduran writers
5383,1955,1,Honduran writers
5384,1956,1,Honduran writers
5385,1957,1,Honduran writers
5386,1960s,1,Honduran writers
5387,1962,1,Honduran writers
5388,1964,1,Honduran writers
5389,1965,1,Honduran writers
5390,2000,1,Honduran writers
5391,2002).in,1,Honduran writers
5392,81,1,Honduran writers
5393,academy,1,Honduran writers
5394,added,1,Honduran writers
5395,age,1,Honduran writers
5396,al,1,Honduran writers
5397,antología,1,Honduran writers
5398,arca,1,Honduran writers
5399,asturias,1,Honduran writers
5400,augusto,1,Honduran writers
5401,award,1,Honduran writers
5402,came,1,Honduran writers
5403,collections,1,Honduran writers
5404,continente,1,Honduran writers
5405,country,1,Honduran writers
5406,cuerpo,1,Honduran writers
5407,de,1,Honduran writers
5408,defunct,1,Honduran writers
5409,detenido,1,Honduran writers
5410,died,1,Honduran writers
5411,diplomat,1,Honduran writers
5412,director,1,Honduran writers
5413,día,1,Honduran writers
5414,editorial,1,Honduran writers
5415,en,1,Honduran writers
5416,ergenekon,6,Turkish writers
5417,2008,5,Turkish writers
5418,çakır,5,Turkish writers
5419,books,3,Turkish writers
5420,ergenekon'un,3,Turkish writers
5421,ki̇tap,3,Turkish writers
5422,neden,3,Turkish writers
5423,1969,2,Turkish writers
5424,2009,2,Turkish writers
5425,adı,2,Turkish writers
5426,book,2,Turkish writers
5427,born,2,Turkish writers
5428,darbe,2,Turkish writers
5429,hüseyin,2,Turkish writers
5430,known,2,Turkish writers
5431,kod,2,Turkish writers
5432,military,2,Turkish writers
5433,nizip,2,Turkish writers
5434,organization,2,Turkish writers
5435,trials,2,Turkish writers
5436,türkeli,2,Turkish writers
5437,worked,2,Turkish writers
5438,çöküşü,2,Turkish writers
5439,"""çakır",1,Turkish writers
5440,18,1,Turkish writers
5441,1997,1,Turkish writers
5442,2,1,Turkish writers
5443,abdullah,1,Turkish writers
5444,ankara,1,Turkish writers
5445,argued,1,Turkish writers
5446,associated,1,Turkish writers
5447,author,1,Turkish writers
5448,background,1,Turkish writers
5449,belgeler,1,Turkish writers
5450,bibliography,1,Turkish writers
5451,birliği,1,Turkish writers
5452,bugüne,1,Turkish writers
5453,chief,1,Turkish writers
5454,codename,1,Turkish writers
5455,collapse,1,Turkish writers
5456,communication,1,Turkish writers
5457,complained,1,Turkish writers
5458,correspondent,1,Turkish writers
5459,coup,1,Turkish writers
5460,court,1,Turkish writers
5461,daniş,1,Turkish writers
5462,derinliklerindeki,1,Turkish writers
5463,devletin,1,Turkish writers
5464,dinleme,1,Turkish writers
5465,dünden,1,Turkish writers
5466,house,5,Dutch writers
5467,representatives,5,Dutch writers
5468,vvd,5,Dutch writers
5469,chairwoman,4,Dutch writers
5470,de,4,Dutch writers
5471,dutch,4,Dutch writers
5472,parliament,4,Dutch writers
5473,party,4,Dutch writers
5474,vries,4,Dutch writers
5475,elections,3,Dutch writers
5476,member,3,Dutch writers
5477,srebrenica,3,Dutch writers
5478,vice,3,Dutch writers
5479,2006,2,Dutch writers
5480,aartsen,2,Dutch writers
5481,bibi,2,Dutch writers
5482,commission,2,Dutch writers
5483,election,2,Dutch writers
5484,like,2,Dutch writers
5485,site,2,Dutch writers
5486,van,2,Dutch writers
5487,15,1,Dutch writers
5488,1963,1,Dutch writers
5489,1994–2006.she,1,Dutch writers
5490,2003–2006,1,Dutch writers
5491,aan,1,Dutch writers
5492,affairs,1,Dutch writers
5493,announced,1,Dutch writers
5494,army,1,Dutch writers
5495,associated,1,Dutch writers
5496,balkenende,1,Dutch writers
5497,book,1,Dutch writers
5498,born,1,Dutch writers
5499,bosnian,1,Dutch writers
5500,cabinet,1,Dutch writers
5501,chair,1,Dutch writers
5502,connected,1,Dutch writers
5503,declared,1,Dutch writers
5504,democratie,1,Dutch writers
5505,economical,1,Dutch writers
5506,edith,1,Dutch writers
5507,egmond,1,Dutch writers
5508,en,1,Dutch writers
5509,enclave,1,Dutch writers
5510,errors,1,Dutch writers
5511,example,1,Dutch writers
5512,expenses,1,Dutch writers
5513,experiences,1,Dutch writers
5514,external,1,Dutch writers
5515,fell,1,Dutch writers
5516,óttar,11,Icelandic writers
5517,sögur,10,Icelandic writers
5518,norðfjörð,9,Icelandic writers
5519,nýhil,5,Icelandic writers
5520,2008,4,Icelandic writers
5521,2010,4,Icelandic writers
5522,bench,4,Icelandic writers
5523,iceland,4,Icelandic writers
5524,2005,3,Icelandic writers
5525,2007,3,Icelandic writers
5526,2013,3,Icelandic writers
5527,best,3,Icelandic writers
5528,biography,3,Icelandic writers
5529,born,3,Icelandic writers
5530,crime,3,Icelandic writers
5531,novels,3,Icelandic writers
5532,philosophy,3,Icelandic writers
5533,reykjavík,3,Icelandic writers
5534,spanish,3,Icelandic writers
5535,translated,3,Icelandic writers
5536,17,2,Icelandic writers
5537,2004,2,Icelandic writers
5538,2006,2,Icelandic writers
5539,2009,2,Icelandic writers
5540,2011,2,Icelandic writers
5541,abrahams,2,Icelandic writers
5542,barnagælur,2,Icelandic writers
5543,cartoons,2,Icelandic writers
5544,dutch,2,Icelandic writers
5545,german,2,Icelandic writers
5546,hnífur,2,Icelandic writers
5547,icelandic,2,Icelandic writers
5548,june,2,Icelandic writers
5549,jón,2,Icelandic writers
5550,m.,2,Icelandic writers
5551,martin,2,Icelandic writers
5552,novel,2,Icelandic writers
5553,party,2,Icelandic writers
5554,poetry,2,Icelandic writers
5555,police,2,Icelandic writers
5556,proceeded,2,Icelandic writers
5557,selling,2,Icelandic writers
5558,sverrir,2,Icelandic writers
5559,sverris,2,Icelandic writers
5560,una,2,Icelandic writers
5561,unfortunate,2,Icelandic writers
5562,university,2,Icelandic writers
5563,works,2,Icelandic writers
5564,ásgeir,2,Icelandic writers
5565,ævisaga,2,Icelandic writers
5566,malawi,10,Malawian writers
5567,african,6,Malawian writers
5568,language,6,Malawian writers
5569,studies,6,Malawian writers
5570,university,6,Malawian writers
5571,college,5,Malawian writers
5572,linguistics,5,Malawian writers
5573,london,5,Malawian writers
5574,chichewa,4,Malawian writers
5575,francis,4,Malawian writers
5576,journal,4,Malawian writers
5577,moto,4,Malawian writers
5578,publications,4,Malawian writers
5579,2001,3,Malawian writers
5580,chancellor,3,Malawian writers
5581,isbn,3,Malawian writers
5582,malawian,3,Malawian writers
5583,study,3,Malawian writers
5584,1,2,Malawian writers
5585,1981,2,Malawian writers
5586,1989,2,Malawian writers
5587,1998,2,Malawian writers
5588,2005,2,Malawian writers
5589,bantu,2,Malawian writers
5590,international,2,Malawian writers
5591,later,2,Malawian writers
5592,lexicon,2,Malawian writers
5593,limbe,2,Malawian writers
5594,literature,2,Malawian writers
5595,mapanje,2,Malawian writers
5596,nordic,2,Malawian writers
5597,obtaining,2,Malawian writers
5598,phonology,2,Malawian writers
5599,poetry,2,Malawian writers
5600,popular,2,Malawian writers
5601,principal,2,Malawian writers
5602,professor,2,Malawian writers
5603,school,2,Malawian writers
5604,served,2,Malawian writers
5605,society,2,Malawian writers
5606,tone,2,Malawian writers
5607,trends,2,Malawian writers
5608,10(3,1,Malawian writers
5609,100,1,Malawian writers
5610,120,1,Malawian writers
5611,13(3,1,Malawian writers
5612,15,1,Malawian writers
5613,1952,1,Malawian writers
5614,1972,1,Malawian writers
5615,1977.from,1,Malawian writers
5616,malay,11,Malaysian writers
5617,college,8,Malaysian writers
5618,language,6,Malaysian writers
5619,writing,6,Malaysian writers
5620,malaya,5,Malaysian writers
5621,residential,5,Malaysian writers
5622,za'ba,5,Malaysian writers
5623,singapore,4,Malaysian writers
5624,za'aba,4,Malaysian writers
5625,zainal,4,Malaysian writers
5626,abidin,3,Malaysian writers
5627,english,3,Malaysian writers
5628,father,3,Malaysian writers
5629,idris,3,Malaysian writers
5630,kolej,3,Malaysian writers
5631,kuala,3,Malaysian writers
5632,malaysia,3,Malaysian writers
5633,published,3,Malaysian writers
5634,school,3,Malaysian writers
5635,sultan,3,Malaysian writers
5636,universiti,3,Malaysian writers
5637,university,3,Malaysian writers
5638,16,2,Malaysian writers
5639,1895,2,Malaysian writers
5640,1942,2,Malaysian writers
5641,age,2,Malaysian writers
5642,ahmad,2,Malaysian writers
5643,bahasa,2,Malaysian writers
5644,batu,2,Malaysian writers
5645,cerita,2,Malaysian writers
5646,continued,2,Malaysian writers
5647,department,2,Malaysian writers
